Product,Price,Rating,Reviews,Link
"Acer Aspire 3D 15 SpatialLabs Edition Gaming Laptop Intel Core i5-13420H Processor (16GB/512GB/NVIDIA RTX2050/Win11Home) A3D15-71GM, 39.6 cm(15.6"") UHD 3840 x 2160 IPS Display, Obsidian Black, 2.32KG","₹1,49,990",4.0,33,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNTU4MTAwODcyODI5NDU0OjE3NDMxMDA1MjU6c3BfYXRmX25leHQ6MzAwNDg3NTU5ODM4NTMyOjowOjo&url=%2FAcer-SpatialLabs-i5-13420H-Processor-A3D15-71GM%2Fdp%2FB0D8BPBZY1%2Fref%3Dsr_1_81_sspa%3Fcrid%3DW4U3VV61SVAS%26dib%3DeyJ2IjoiMSJ9.wJZirLw6rPko6VkhugUEkryG6GcfOvIxcY8Ir8091gXGjHj071QN20LucGBJIEps.4mg9yHdXqyOZ_HdLzrj8VPksDtBgNK1uY5UV83xa0pQ%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1743100525%26sprefix%3Dlaptop%252Caps%252C274%26sr%3D8-81-spons%26xpid%3DwA2qvawD06ogv%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"Acer Aspire 3 Intel Core i3-1305U Processor Laptop with 35.56 cm (14"") Full HD LED-Backlit IPS Display (8 GB RAM/512 GB SSD/WiFi 6/Intel Graphics/Win11 Home/65W) A324-53, Steel Gray, 1.45KG","₹31,988",5.0,3,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNTU4MTAwODcyODI5NDU0OjE3NDMxMDA1MjU6c3BfYXRmX25leHQ6MzAwNDM3OTMwNjM0NTMyOjowOjo&url=%2FAcer-i3-1305U-Processor-LED-Backlit-A324-53%2Fdp%2FB0DMFBQ9MY%2Fref%3Dsr_1_82_sspa%3Fcrid%3DW4U3VV61SVAS%26dib%3DeyJ2IjoiMSJ9.wJZirLw6rPko6VkhugUEkryG6GcfOvIxcY8Ir8091gXGjHj071QN20LucGBJIEps.4mg9yHdXqyOZ_HdLzrj8VPksDtBgNK1uY5UV83xa0pQ%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1743100525%26sprefix%3Dlaptop%252Caps%252C274%26sr%3D8-82-spons%26xpid%3DwA2qvawD06ogv%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"HP Victus, 13th Gen Intel Core i5-13420H, NVIDIA RTX 2050 (Upgradable 16GB, 512GB SSD) Microsoft 365* Office24, Win11, 144Hz, 300 nits,IPS, 15.6inch(39.6cm) Gaming Laptop, Mica Silver, 2.3kg, fb2703tx","₹65,990",3.9,9,https://www.amazon.in/HP-i5-13420H-Upgradable-Microsoft-Office24/dp/B0DV97GJBK/ref=sr_1_83?crid=W4U3VV61SVAS&dib=eyJ2IjoiMSJ9.wJZirLw6rPko6VkhugUEkryG6GcfOvIxcY8Ir8091gXGjHj071QN20LucGBJIEps.4mg9yHdXqyOZ_HdLzrj8VPksDtBgNK1uY5UV83xa0pQ&dib_tag=se&keywords=laptop&qid=1743100525&sprefix=laptop%2Caps%2C274&sr=8-83&xpid=wA2qvawD06ogv
"Acer Aspire Lite, Intel Core i5-1334U, 13th Gen, 16GB RAM, 512GB SSD, Full HD, 15.6""/39.62cm, Windows 11 Home, MS Office, Steel Gray, 1.59KG, AL15-53, Metal Body, Thin and Light Premium Laptop","₹53,990",N/A,N/A,https://www.amazon.in/Acer-i5-1334U-39-62cm-Windows-AL15-53/dp/B0DPXBHF8H/ref=sr_1_84?crid=W4U3VV61SVAS&dib=eyJ2IjoiMSJ9.wJZirLw6rPko6VkhugUEkryG6GcfOvIxcY8Ir8091gXGjHj071QN20LucGBJIEps.4mg9yHdXqyOZ_HdLzrj8VPksDtBgNK1uY5UV83xa0pQ&dib_tag=se&keywords=laptop&qid=1743100525&sprefix=laptop%2Caps%2C274&sr=8-84&xpid=wA2qvawD06ogv
"Lenovo V15 Thin & Light Laptop, 15.6"" FHD Display, Intel Core i5 12th Gen (1235U), 16GB DDR4 RAM, 512GB SSD, Webcam, HDMI, Wi-Fi-6, Windows 11, Intel Iris Xe Graphics, Black,1 Year Brand Warranty","₹41,600",N/A,N/A,https://www.amazon.in/Lenovo-V15-Display-Graphics-Warranty/dp/B0DBLGQVD9/ref=sr_1_85?crid=W4U3VV61SVAS&dib=eyJ2IjoiMSJ9.wJZirLw6rPko6VkhugUEkryG6GcfOvIxcY8Ir8091gXGjHj071QN20LucGBJIEps.4mg9yHdXqyOZ_HdLzrj8VPksDtBgNK1uY5UV83xa0pQ&dib_tag=se&keywords=laptop&qid=1743100525&sprefix=laptop%2Caps%2C274&sr=8-85&xpid=wA2qvawD06ogv
"Acer Aspire 3D 15 SpatialLabs Edition Gaming Laptop Intel Core i5-13420H Processor (16GB/512GB/NVIDIA RTX2050/Win11Home) A3D15-71GM, 39.6 cm(15.6"") UHD 3840 x 2160 IPS Display, Obsidian Black, 2.32KG","₹1,49,990",4.3,"12,656",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2OTg1NTgxODM4MDc1MjA1OjE3NDMxMDA1Mjg6c3BfYXRmX25leHQ6MzAwNDg3NTU5ODM4NTMyOjowOjo&url=%2FAcer-SpatialLabs-i5-13420H-Processor-A3D15-71GM%2Fdp%2FB0D8BPBZY1%2Fref%3Dsr_1_97_sspa%3Fcrid%3DW4U3VV61SVAS%26dib%3DeyJ2IjoiMSJ9.Xwo624joHvDLvGGFN1e9YQVYl0czviUYDXG3r292WWzGjHj071QN20LucGBJIEps.mUPM4Kv_JORDv5t8jWgLPmDZfl5_YVW_lmJIJfPMyoE%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1743100528%26sprefix%3Dlaptop%252Caps%252C274%26sr%3D8-97-spons%26xpid%3DwA2qvawD06ogv%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"Acer Aspire 3 Intel Core i3-1305U Processor Laptop with 35.56 cm (14"") Full HD LED-Backlit IPS Display (8 GB RAM/512 GB SSD/WiFi 6/Intel Graphics/Win11 Home/65W) A324-53, Steel Gray, 1.45KG","₹31,988",4.0,488,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2OTg1NTgxODM4MDc1MjA1OjE3NDMxMDA1Mjg6c3BfYXRmX25leHQ6MzAwNDM3OTMwNjM0NTMyOjowOjo&url=%2FAcer-i3-1305U-Processor-LED-Backlit-A324-53%2Fdp%2FB0DMFBQ9MY%2Fref%3Dsr_1_98_sspa%3Fcrid%3DW4U3VV61SVAS%26dib%3DeyJ2IjoiMSJ9.Xwo624joHvDLvGGFN1e9YQVYl0czviUYDXG3r292WWzGjHj071QN20LucGBJIEps.mUPM4Kv_JORDv5t8jWgLPmDZfl5_YVW_lmJIJfPMyoE%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1743100528%26sprefix%3Dlaptop%252Caps%252C274%26sr%3D8-98-spons%26xpid%3DwA2qvawD06ogv%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"Dyazo Water Resistant Laptop Sleeve with Handle Compatible for 15 Inch to 15.6"" Inches laptops & Notebooks - Grey",₹299,N/A,N/A,https://www.amazon.in/Dyazo-Resistant-Compatible-laptops-Notebooks/dp/B09BFV96TS/ref=sr_1_99?crid=W4U3VV61SVAS&dib=eyJ2IjoiMSJ9.Xwo624joHvDLvGGFN1e9YQVYl0czviUYDXG3r292WWzGjHj071QN20LucGBJIEps.mUPM4Kv_JORDv5t8jWgLPmDZfl5_YVW_lmJIJfPMyoE&dib_tag=se&keywords=laptop&qid=1743100528&sprefix=laptop%2Caps%2C274&sr=8-99&xpid=wA2qvawD06ogv
"ASUS Vivobook 14, 14"" FHD (1920 x 1080),Intel Core i3-1315U Processor, (8GB RAM/512GB SSD/Intel UHD iGPU/Windows 11/MS Office 365 Basic (1Year)*/Office Home 2024/Quiet Blue/1.40 kg), X1404VA-NK760WS","₹36,990",N/A,N/A,https://www.amazon.in/ASUS-Vivobook-i3-1315U-Processor-X1404VA-NK760WS/dp/B0DTYCYB7H/ref=sr_1_100?crid=W4U3VV61SVAS&dib=eyJ2IjoiMSJ9.Xwo624joHvDLvGGFN1e9YQVYl0czviUYDXG3r292WWzGjHj071QN20LucGBJIEps.mUPM4Kv_JORDv5t8jWgLPmDZfl5_YVW_lmJIJfPMyoE&dib_tag=se&keywords=laptop&qid=1743100528&sprefix=laptop%2Caps%2C274&sr=8-100&xpid=wA2qvawD06ogv
"Lenovo IdeaPad 3 12th Gen Intel Core i3-1215U 14 Inch (35.5cm) FHD Thin & Light Laptop (8GB/512GB SSD/Win 11/Office 2021/Backlit KB/3months Game Pass/Arctic Grey/1.43Kg), 82RJ00FKIN","₹35,990",N/A,N/A,https://www.amazon.in/Lenovo-IdeaPad-i3-1215U-Backlit-82RJ00FKIN/dp/B0DB1WCBBS/ref=sr_1_101?crid=W4U3VV61SVAS&dib=eyJ2IjoiMSJ9.Xwo624joHvDLvGGFN1e9YQVYl0czviUYDXG3r292WWzGjHj071QN20LucGBJIEps.mUPM4Kv_JORDv5t8jWgLPmDZfl5_YVW_lmJIJfPMyoE&dib_tag=se&keywords=laptop&qid=1743100528&sprefix=laptop%2Caps%2C274&sr=8-101&xpid=wA2qvawD06ogv
"Acer Aspire 3D 15 SpatialLabs Edition Gaming Laptop Intel Core i5-13420H Processor (16GB/512GB/NVIDIA RTX2050/Win11Home) A3D15-71GM, 39.6 cm(15.6"") UHD 3840 x 2160 IPS Display, Obsidian Black, 2.32KG","₹1,49,990",3.4,18,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyOTc4NTczNDM5MTExOTE2OjE3NDMxMDA1MzE6c3BfYXRmX25leHQ6MzAwNDg3NTU5ODM4NTMyOjowOjo&url=%2FAcer-SpatialLabs-i5-13420H-Processor-A3D15-71GM%2Fdp%2FB0D8BPBZY1%2Fref%3Dsr_1_113_sspa%3Fcrid%3DW4U3VV61SVAS%26dib%3DeyJ2IjoiMSJ9.KucxVh-g1hx-KsJA4VLfgGyaWmKiDpTRL6ZsgWaYHtnGjHj071QN20LucGBJIEps.XyFWtKZMKR4XBTLvPImxD7vSIUGEcHW4sZu3YH6GtOA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1743100531%26sprefix%3Dlaptop%252Caps%252C274%26sr%3D8-113-spons%26xpid%3DwA2qvawD06ogv%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"Acer Aspire 3 Intel Core i3-1305U Processor Laptop with 35.56 cm (14"") Full HD LED-Backlit IPS Display (8 GB RAM/512 GB SSD/WiFi 6/Intel Graphics/Win11 Home/65W) A324-53, Steel Gray, 1.45KG","₹31,988",3.9,"1,064",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyOTc4NTczNDM5MTExOTE2OjE3NDMxMDA1MzE6c3BfYXRmX25leHQ6MzAwNDM3OTMwNjM0NTMyOjowOjo&url=%2FAcer-i3-1305U-Processor-LED-Backlit-A324-53%2Fdp%2FB0DMFBQ9MY%2Fref%3Dsr_1_114_sspa%3Fcrid%3DW4U3VV61SVAS%26dib%3DeyJ2IjoiMSJ9.KucxVh-g1hx-KsJA4VLfgGyaWmKiDpTRL6ZsgWaYHtnGjHj071QN20LucGBJIEps.XyFWtKZMKR4XBTLvPImxD7vSIUGEcHW4sZu3YH6GtOA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1743100531%26sprefix%3Dlaptop%252Caps%252C274%26sr%3D8-114-spons%26xpid%3DwA2qvawD06ogv%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"HP 15, AMD Ryzen 5 7520U, 16GB DDR5, 512GB SSD, (Win 11, Office 21, Silver, 1.59kg), Anti-Glare, Micro-Edge, 15.6-inch(39.6cm), FHD Laptop, AMD Radeon Graphics, 1080p FHD Camera, Backlit KB, fc0156AU","₹43,499",3.5,"3,212",https://www.amazon.in/HP-RyzenTM-15-6-inch-Speakers-15s-fc0156AU/dp/B0CY2PLQ8N/ref=sr_1_115?crid=W4U3VV61SVAS&dib=eyJ2IjoiMSJ9.KucxVh-g1hx-KsJA4VLfgGyaWmKiDpTRL6ZsgWaYHtnGjHj071QN20LucGBJIEps.XyFWtKZMKR4XBTLvPImxD7vSIUGEcHW4sZu3YH6GtOA&dib_tag=se&keywords=laptop&qid=1743100531&sprefix=laptop%2Caps%2C274&sr=8-115&xpid=wA2qvawD06ogv
"Dell {Smartchoice} G15-5530 Core i5-13450HX| NVIDIA RTX 3050, 6GB (16GB RAM|1TB SSD, FHD|Window 11|MS Office' 21|15.6"" (39.62cm)|Dark Shadow Grey|2.65Kg|Gaming Laptop","₹76,962",N/A,N/A,https://www.amazon.in/Dell-Smartchoice-G15-5530-Gaming-i5-13450HX/dp/B0CRKXDX83/ref=sr_1_116?crid=W4U3VV61SVAS&dib=eyJ2IjoiMSJ9.KucxVh-g1hx-KsJA4VLfgGyaWmKiDpTRL6ZsgWaYHtnGjHj071QN20LucGBJIEps.XyFWtKZMKR4XBTLvPImxD7vSIUGEcHW4sZu3YH6GtOA&dib_tag=se&keywords=laptop&qid=1743100531&sprefix=laptop%2Caps%2C274&sr=8-116&xpid=wA2qvawD06ogv
"Chuwi HeroBook Plus 15.6"" FHD Laptop, Intel Celeron N4020 Dual Core Processor Upto 2.80GHz, 8GB RAM, 256GB SSD, Intel UHD Graphics, Windows 11,WiFi 6,Webcam,BT 5.2,HDMI Port,38Wh, 1.74kg (Iron Gray)","₹18,990",N/A,N/A,https://www.amazon.in/Chuwi-HeroBook-Plus-Processor-Graphics/dp/B0D9QQ7SS1/ref=sr_1_117?crid=W4U3VV61SVAS&dib=eyJ2IjoiMSJ9.KucxVh-g1hx-KsJA4VLfgGyaWmKiDpTRL6ZsgWaYHtnGjHj071QN20LucGBJIEps.XyFWtKZMKR4XBTLvPImxD7vSIUGEcHW4sZu3YH6GtOA&dib_tag=se&keywords=laptop&qid=1743100531&sprefix=laptop%2Caps%2C274&sr=8-117&xpid=wA2qvawD06ogv
"Acer Aspire 3D 15 SpatialLabs Edition Gaming Laptop Intel Core i5-13420H Processor (16GB/512GB/NVIDIA RTX2050/Win11Home) A3D15-71GM, 39.6 cm(15.6"") UHD 3840 x 2160 IPS Display, Obsidian Black, 2.32KG","₹1,49,990",3.4,19,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMzQwODEyMDA0NDY5MDU2OjE3NDMxMDA1MzQ6c3BfYXRmX25leHQ6MzAwNDg3NTU5ODM4NTMyOjowOjo&url=%2FAcer-SpatialLabs-i5-13420H-Processor-A3D15-71GM%2Fdp%2FB0D8BPBZY1%2Fref%3Dsr_1_129_sspa%3Fcrid%3DW4U3VV61SVAS%26dib%3DeyJ2IjoiMSJ9.p5n3Xx_6vkO-oDW9JtXwNJgV3HwS6JejliE5J4QQDQXGjHj071QN20LucGBJIEps.ZSl4X2FdYxyYaPSM5P45TNU99x_v6bC577AmjusM2zU%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1743100534%26sprefix%3Dlaptop%252Caps%252C274%26sr%3D8-129-spons%26xpid%3DwA2qvawD06ogv%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"Acer Aspire 3 Intel Core i3-1305U Processor Laptop with 35.56 cm (14"") Full HD LED-Backlit IPS Display (8 GB RAM/512 GB SSD/WiFi 6/Intel Graphics/Win11 Home/65W) A324-53, Steel Gray, 1.45KG","₹31,988",3.9,129,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMzQwODEyMDA0NDY5MDU2OjE3NDMxMDA1MzQ6c3BfYXRmX25leHQ6MzAwNDM3OTMwNjM0NTMyOjowOjo&url=%2FAcer-i3-1305U-Processor-LED-Backlit-A324-53%2Fdp%2FB0DMFBQ9MY%2Fref%3Dsr_1_130_sspa%3Fcrid%3DW4U3VV61SVAS%26dib%3DeyJ2IjoiMSJ9.p5n3Xx_6vkO-oDW9JtXwNJgV3HwS6JejliE5J4QQDQXGjHj071QN20LucGBJIEps.ZSl4X2FdYxyYaPSM5P45TNU99x_v6bC577AmjusM2zU%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1743100534%26sprefix%3Dlaptop%252Caps%252C274%26sr%3D8-130-spons%26xpid%3DwA2qvawD06ogv%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"HP Victus, 12th Gen Intel Core i7-12650H, NVIDIA RTX 3050, 16GB DDR4, 1TB SSD (Win11, Office21, Blue, 2.3kg), 144Hz, 9MS, IPS, 15.6-inch(39.6cm), Flicker-Free Gaming Laptop, Enhanced Cooling,fa1389TX","₹75,990",3.5,95,https://www.amazon.in/HP-i7-12650H-15-6-inch-Backlit-fa1389TX/dp/B0D81CT9JJ/ref=sr_1_131?crid=W4U3VV61SVAS&dib=eyJ2IjoiMSJ9.p5n3Xx_6vkO-oDW9JtXwNJgV3HwS6JejliE5J4QQDQXGjHj071QN20LucGBJIEps.ZSl4X2FdYxyYaPSM5P45TNU99x_v6bC577AmjusM2zU&dib_tag=se&keywords=laptop&qid=1743100534&sprefix=laptop%2Caps%2C274&sr=8-131&xpid=wA2qvawD06ogv
"Lenovo V15 G4 AMD Athlon Silver 7120U Laptop 8GB LPDDR5 Ram, 512 GB SSD PCIe, Windows 11 Lifetime Validity,15.6"" FHD Screen, AMD Radeon 610M, Silver, 1 Year Brand Warranty","₹24,990",N/A,N/A,https://www.amazon.in/Lenovo-V15-Lifetime-Validity-Warranty/dp/B0CL7CMTXS/ref=sr_1_132?crid=W4U3VV61SVAS&dib=eyJ2IjoiMSJ9.p5n3Xx_6vkO-oDW9JtXwNJgV3HwS6JejliE5J4QQDQXGjHj071QN20LucGBJIEps.ZSl4X2FdYxyYaPSM5P45TNU99x_v6bC577AmjusM2zU&dib_tag=se&keywords=laptop&qid=1743100534&sprefix=laptop%2Caps%2C274&sr=8-132&xpid=wA2qvawD06ogv
"HP 15, 13th Gen Intel Core i3-1315U, 8GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.59kg), Anti-Glare, Micro-Edge, 15.6-inch(39.6cm), FHD Laptop, Intel UHD Graphics, 1080p FHD Camera, fd0186TU","₹39,000",N/A,N/A,https://www.amazon.in/HP-Keyboard-15-6-inch-Windows-fd0186TU/dp/B0D2KDCWJL/ref=sr_1_133?crid=W4U3VV61SVAS&dib=eyJ2IjoiMSJ9.p5n3Xx_6vkO-oDW9JtXwNJgV3HwS6JejliE5J4QQDQXGjHj071QN20LucGBJIEps.ZSl4X2FdYxyYaPSM5P45TNU99x_v6bC577AmjusM2zU&dib_tag=se&keywords=laptop&qid=1743100534&sprefix=laptop%2Caps%2C274&sr=8-133&xpid=wA2qvawD06ogv
"Acer Aspire 3D 15 SpatialLabs Edition Gaming Laptop Intel Core i5-13420H Processor (16GB/512GB/NVIDIA RTX2050/Win11Home) A3D15-71GM, 39.6 cm(15.6"") UHD 3840 x 2160 IPS Display, Obsidian Black, 2.32KG","₹1,49,990",1.0,1,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0ODgzODM5NTE5MzIzMzI5OjE3NDMxMDA1Mzc6c3BfYXRmX25leHQ6MzAwNDg3NTU5ODM4NTMyOjowOjo&url=%2FAcer-SpatialLabs-i5-13420H-Processor-A3D15-71GM%2Fdp%2FB0D8BPBZY1%2Fref%3Dsr_1_145_sspa%3Fcrid%3DW4U3VV61SVAS%26dib%3DeyJ2IjoiMSJ9.WixUFfFF8fGzMDB_Uidyu3PvNvdqduU0oCJgfQwZhe_GjHj071QN20LucGBJIEps.X9UrfKqOHHVa3jQrYoCDykH7KWwHPK7CV802Hb9DyAs%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1743100537%26sprefix%3Dlaptop%252Caps%252C274%26sr%3D8-145-spons%26xpid%3DwA2qvawD06ogv%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"ASUS Vivobook 16,16"" FHD+(1920 x 1200),Intel Core Ultra 5 Processor,(16GB RAM/512GB SSD/Integrated Graphics/Windows 11/MS Office 365 Basic(1Year)*/Office Home 2024/Cool Silver/1.88 Kg),X1607CA-MB142WS","₹75,890",3.8,73,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0ODgzODM5NTE5MzIzMzI5OjE3NDMxMDA1Mzc6c3BfYXRmX25leHQ6MzAwNDgwMTgyMzc2NjMyOjowOjo&url=%2FASUS-Vivobook-Processor-Integrated-X1607CA-MB142WS%2Fdp%2FB0DT74FF9P%2Fref%3Dsr_1_146_sspa%3Fcrid%3DW4U3VV61SVAS%26dib%3DeyJ2IjoiMSJ9.WixUFfFF8fGzMDB_Uidyu3PvNvdqduU0oCJgfQwZhe_GjHj071QN20LucGBJIEps.X9UrfKqOHHVa3jQrYoCDykH7KWwHPK7CV802Hb9DyAs%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1743100537%26sprefix%3Dlaptop%252Caps%252C274%26sr%3D8-146-spons%26xpid%3DwA2qvawD06ogv%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"HP 15 AMD Ryzen 3 7320U (8GB Ram/512GB SSD/Fhd/15.6"" (39.6 Cm)/Backlit Keyboard/Windows 11/Ms Office 21/1.59Kg/Silver) Fc0026Au Laptop","₹30,250",4.0,134,https://www.amazon.in/HP-Backlit-Keyboard-Windows-Fc0026Au/dp/B0C3RCR4K7/ref=sr_1_147?crid=W4U3VV61SVAS&dib=eyJ2IjoiMSJ9.WixUFfFF8fGzMDB_Uidyu3PvNvdqduU0oCJgfQwZhe_GjHj071QN20LucGBJIEps.X9UrfKqOHHVa3jQrYoCDykH7KWwHPK7CV802Hb9DyAs&dib_tag=se&keywords=laptop&qid=1743100537&sprefix=laptop%2Caps%2C274&sr=8-147&xpid=wA2qvawD06ogv
"MSI Creator 16 AI Studio (2024) 16” UHD+ MiniLED 120Hz Laptop: Intel Core Ultra 9-185H, NVIDIA RTX 4090, 64GB DDR5, 2TB NVMe SSD, WiFi 7, Win 11 Pro: Lunar Gray A1VIG-202TAAUS","₹3,92,000",N/A,N/A,https://www.amazon.in/MSI-Creator-Studio-MiniLED-Laptop/dp/B0D3M73QNK/ref=sr_1_148?crid=W4U3VV61SVAS&dib=eyJ2IjoiMSJ9.WixUFfFF8fGzMDB_Uidyu3PvNvdqduU0oCJgfQwZhe_GjHj071QN20LucGBJIEps.X9UrfKqOHHVa3jQrYoCDykH7KWwHPK7CV802Hb9DyAs&dib_tag=se&keywords=laptop&qid=1743100537&sprefix=laptop%2Caps%2C274&sr=8-148&xpid=wA2qvawD06ogv
"ASUS VivoBook 15 (2022), Intel Core i3-1215U, 12th Gen, 8GB RAM, 512GB SSD, FHD, 15.6""/39.62cm, Windows 11, MS Office 2021, Icelight Silver, 1.7KG, X1502ZA-EJ322WS, Backlit KB Laptop","₹32,790",3.9,18,https://www.amazon.in/ASUS-VivoBook-Intel%C2%AECoreTM-i3-1215U-X1502ZA-EJ322WS/dp/B0BTVMBLZC/ref=sr_1_149?crid=W4U3VV61SVAS&dib=eyJ2IjoiMSJ9.WixUFfFF8fGzMDB_Uidyu3PvNvdqduU0oCJgfQwZhe_SbJDWYhG-vtkdQQkZAEwJm2BC2gTSfUdQpeKlN8MFXLOuPs0ZLQYxwWn7Sm_T12sIud5n0bqKtiwmFDTEDOjPKo8xialDcLtBZByi_vaMZV1U1ryaIhDVqE1ixqxvnXZAz76UdKf2JEQtwA4Cy0XGao2k4v7SvlsrLkdWUKIe_zkxP6MZSftvO5w4fEABwPk.of_NKGOmREf0Os_Y9heQUpaK5c0bgsldHIQG1zG-JF0&dib_tag=se&keywords=laptop&qid=1743100537&sprefix=laptop%2Caps%2C274&sr=8-149&xpid=wA2qvawD06ogv
